"Date","Route","Time","Day","Incident","Direction","Vehicle","delay"
"2024/1/5","63",17:02:00,"Friday","Security",NA,7007,1
"2024/1/5","65",17:06:00,"Friday","Operations - Operator",NA,8425,1
"2024/1/5","43",17:13:00,"Friday","General Delay","N",3227,1
"2024/1/5","95",17:17:00,"Friday","Mechanical","E",1351,1
"2024/1/5","995",17:17:00,"Friday","Mechanical","E",1236,1
"2024/1/5","985",17:25:00,"Friday","Cleaning - Unsanitary","W",9060,1
"2024/1/5","903",17:27:00,"Friday","Operations - Operator","S",9098,1
"2024/1/5","24",17:30:00,"Friday","Cleaning - Unsanitary","S",8445,1
"2024/1/5","22",17:31:00,"Friday","Emergency Services",NA,8533,1
"2024/1/5","19",17:36:00,"Friday","Operations - Operator","N",8519,1
"2024/1/5","110",17:41:00,"Friday","Cleaning - Unsanitary","N",3367,1
"2024/1/5","54",17:42:00,"Friday","Operations - Operator","E",8773,1
"2024/1/5","989",17:50:00,"Friday","Security","S",8321,1
"2024/1/5","56",17:53:00,"Friday","Operations - Operator","S",8746,1
"2024/1/5","939",18:04:00,"Friday","Security",NA,3303,1
"2024/1/5","939",18:10:00,"Friday","Operations - Operator","E",3109,1
"2024/1/5","80",18:15:00,"Friday","Mechanical","E",8078,1
"2024/1/5","984",18:16:00,"Friday","Mechanical","E",8947,1
"2024/1/5","952",18:25:00,"Friday","Diversion","E",3628,1
"2024/1/5","32",18:31:00,"Friday","Operations - Operator",NA,7244,1
"2024/1/5","65",18:32:00,"Friday","Operations - Operator","S",0,1
"2024/1/5","133",18:38:00,"Friday","Security","N",1219,1
"2024/1/5","32",18:41:00,"Friday","Operations - Operator","W",7286,1
"2024/1/5","985",18:54:00,"Friday","Mechanical","W",9068,1
"2024/1/5","110",18:57:00,"Friday","General Delay","N",8814,1
"2024/1/5","95",19:00:00,"Friday","Mechanical","W",1243,1
"2024/1/5","37",19:08:00,"Friday","Mechanical","E",8144,1
"2024/1/5","7",19:19:00,"Friday","Mechanical","N",9014,1
"2024/1/5","116",19:29:00,"Friday","Mechanical","S",1309,1
"2024/1/5","600",19:35:00,"Friday","Mechanical","W",1243,1
"2024/1/5","15",19:36:00,"Friday","Mechanical","W",8219,1
"2024/1/5","51",19:37:00,"Friday","Diversion","W",3236,1
"2024/1/5","53",19:40:00,"Friday","Diversion","W",3287,1
"2024/1/5","91",19:43:00,"Friday","Diversion","N",8721,1
"2024/1/5","57",19:44:00,"Friday","Operations - Operator","E",3124,1
"2024/1/5","31",19:53:00,"Friday","Mechanical","E",8592,1
"2024/1/5","54",20:04:00,"Friday","Security",NA,8834,1
"2024/1/5","41",20:04:00,"Friday","Operations - Operator","S",7224,1
"2024/1/5","52",20:06:00,"Friday","Diversion",NA,3576,1
"2024/1/5","123",20:22:00,"Friday","Mechanical","S",8140,1
"2024/1/5","116",20:42:00,"Friday","Mechanical","E",1309,1
"2024/1/5","84",20:42:00,"Friday","Operations - Operator","E",3599,1
"2024/1/5","86",20:45:00,"Friday","Mechanical","E",3481,1
"2024/1/5","17",20:49:00,"Friday","Security","S",3240,1
"2024/1/5","32",20:54:00,"Friday","Mechanical","E",1353,1
"2024/1/5","60",21:08:00,"Friday","Vision","E",8185,1
"2024/1/5",NA,21:14:00,"Friday","Collision - TTC",NA,7235,0
"2024/1/5","106",21:40:00,"Friday","Utilized Off Route","E",8180,1
"2024/1/5","24",21:42:00,"Friday","Operations - Operator","S",8459,1
"2024/1/5","69",21:57:00,"Friday","Diversion",NA,8540,1
"2024/1/5","43",22:11:00,"Friday","Operations - Operator","N",3183,1
"2024/1/5","9",22:12:00,"Friday","Diversion","S",8541,1
"2024/1/5","102",22:14:00,"Friday","Diversion","S",3412,1
"2024/1/5","939",22:37:00,"Friday","Mechanical",NA,3139,1
"2024/1/5","53",22:39:00,"Friday","Operations - Operator","E",3173,1
"2024/1/5","60",23:06:00,"Friday","Operations - Operator",NA,0,1
"2024/1/5","32",23:08:00,"Friday","Mechanical",NA,7271,1
"2024/1/5","29",23:14:00,"Friday","Mechanical","E",9033,1
"2024/1/5","52",23:22:00,"Friday","Diversion","E",8888,1
"2024/1/5","59",23:40:00,"Friday","Diversion",NA,7123,1
"2024/1/5","60",23:48:00,"Friday","Mechanical",NA,7092,0
"2024/1/5","36",23:59:00,"Friday","Operations - Operator","E",9133,1
"2024/1/5","36",23:59:00,"Friday","Emergency Services","W",3541,1
"2024/1/5","34",00:08:00,"Friday","Cleaning - Unsanitary","E",8695,1
"2024/1/5","352",01:43:00,"Friday","Diversion",NA,3587,1
"2024/1/6","43",02:00:00,"Saturday","Security","W",3183,1
"2024/1/6","35",02:07:00,"Saturday","Security","S",1102,1
"2024/1/6","300",02:21:00,"Saturday","Cleaning - Unsanitary","E",8145,1
"2024/1/6","110",02:32:00,"Saturday","Mechanical","E",8115,1
"2024/1/6","320",03:26:00,"Saturday","Collision - TTC","S",8879,1
"2024/1/6","300",03:48:00,"Saturday","Emergency Services","E",8118,1
"2024/1/6","320",04:03:00,"Saturday","Investigation",NA,3478,1
"2024/1/6","307",04:17:00,"Saturday","Security","S",8349,1
"2024/1/6","335",04:19:00,"Saturday","Investigation","N",7268,1
"2024/1/6","354",04:40:00,"Saturday","Operations - Operator","E",8697,1
"2024/1/6","363",04:50:00,"Saturday","Emergency Services",NA,8200,1
"2024/1/6","25",04:57:00,"Saturday","Cleaning - Unsanitary","W",8757,1
"2024/1/6","53",05:03:00,"Saturday","Emergency Services","S",3158,0
"2024/1/6","32",05:05:00,"Saturday","Operations - Operator","W",7236,1
"2024/1/6","63",05:08:00,"Saturday","Operations - Operator","N",7098,1
"2024/1/6","102",05:08:00,"Saturday","Security",NA,3401,0
"2024/1/6","105",05:27:00,"Saturday","General Delay","N",3502,1
"2024/1/6","13",05:40:00,"Saturday","Operations - Operator","N",7052,1
"2024/1/6","121",06:00:00,"Saturday","Diversion","W",8473,1
"2024/1/6","95",06:18:00,"Saturday","Operations - Operator",NA,3464,1
"2024/1/6","24",06:31:00,"Saturday","Mechanical","N",8494,1
"2024/1/6","63",06:46:00,"Saturday","Mechanical","N",7098,1
"2024/1/6","122",07:48:00,"Saturday","Operations - Operator","W",3489,1
"2024/1/6","135",08:00:00,"Saturday","Mechanical",NA,8472,1
"2024/1/6","75",08:02:00,"Saturday","Collision - TTC","W",8589,1
"2024/1/6","7",08:04:00,"Saturday","Mechanical","S",8191,1
"2024/1/6","116",08:06:00,"Saturday","Operations - Operator","E",3476,1
"2024/1/6","102",08:11:00,"Saturday","Operations - Operator","S",3416,0
"2024/1/6","95",08:36:00,"Saturday","Operations - Operator","W",1236,1
"2024/1/6","905",08:41:00,"Saturday","Mechanical","W",9067,1
"2024/1/6","133",09:08:00,"Saturday","Operations - Operator","E",3445,1
"2024/1/6","90",09:11:00,"Saturday","Security","S",7084,1
"2024/1/6","95",09:12:00,"Saturday","Mechanical",NA,1662,1
"2024/1/6","111",09:14:00,"Saturday","Mechanical","N",8051,1
"2024/1/6","126",09:18:00,"Saturday","Security","N",8372,1
"2024/1/6","86",09:21:00,"Saturday","Operations - Operator","W",3645,1
"2024/1/6","929",09:34:00,"Saturday","Vision","N",7224,1
"2024/1/6","95",09:53:00,"Saturday","Cleaning - Unsanitary",NA,3443,1
"2024/1/6","47",10:13:00,"Saturday","Operations - Operator","N",7057,1
"2024/1/6","21",10:14:00,"Saturday","Mechanical","S",8606,1
"2024/1/6","35",10:17:00,"Saturday","Mechanical","N",1062,1
"2024/1/6","929",10:24:00,"Saturday","Operations - Operator","N",9019,1
"2024/1/6","86",10:27:00,"Saturday","Operations - Operator","E",1241,1
"2024/1/6","935",10:27:00,"Saturday","Operations - Operator","N",1015,1
"2024/1/6","24",10:45:00,"Saturday","Mechanical","S",8607,1
"2024/1/6","32",10:50:00,"Saturday","Operations - Operator",NA,1134,1
"2024/1/6","35",10:57:00,"Saturday","Operations - Operator","S",1055,1
"2024/1/6","52",11:06:00,"Saturday","Collision - TTC","E",1355,1
"2024/1/6","95",11:09:00,"Saturday","Operations - Operator","W",1326,1
"2024/1/6","29",11:11:00,"Saturday","Operations - Operator","N",9142,1
"2024/1/6","36",11:14:00,"Saturday","Mechanical","E",1387,1
"2024/1/6","70",11:34:00,"Saturday","Collision - TTC","W",8541,1
"2024/1/6","600",11:41:00,"Saturday","Investigation","E",1663,0
"2024/1/6","32",11:45:00,"Saturday","Operations - Operator",NA,7262,1
"2024/1/6","929",11:45:00,"Saturday","Operations - Operator","S",9036,1
"2024/1/6","900",11:59:00,"Saturday","Mechanical","N",7038,1
"2024/1/6","189",12:02:00,"Saturday","Collision - TTC","N",3367,1
"2024/1/6","903",12:05:00,"Saturday","Mechanical","W",9095,1
"2024/1/6","90",12:18:00,"Saturday","Mechanical","N",7038,1
"2024/1/6","52",12:35:00,"Saturday","Operations - Operator","E",3577,1
"2024/1/6","929",12:45:00,"Saturday","Operations - Operator","S",9045,1
"2024/1/6","32",12:56:00,"Saturday","Mechanical","E",7254,1
"2024/1/6","32",12:56:00,"Saturday","Mechanical",NA,7254,1
"2024/1/6","61",13:00:00,"Saturday","Diversion","N",7122,1
"2024/1/6","34",13:07:00,"Saturday","Emergency Services","W",8802,1
"2024/1/6","123",13:11:00,"Saturday","Security","N",3346,1
"2024/1/6","123",13:16:00,"Saturday","Mechanical",NA,3346,1
"2024/1/6","85",13:33:00,"Saturday","Operations - Operator","E",1232,1
"2024/1/6","21",13:53:00,"Saturday","Mechanical","S",3723,1
"2024/1/6","85",13:54:00,"Saturday","Mechanical","E",1202,1
"2024/1/6","100",14:03:00,"Saturday","Operations - Operator",NA,8459,1
"2024/1/6","939",14:10:00,"Saturday","Mechanical","E",8904,1
"2024/1/6","161",14:13:00,"Saturday","Operations - Operator","W",7218,1
"2024/1/6","86",14:13:00,"Saturday","Operations - Operator",NA,1219,1
"2024/1/6","78",14:16:00,"Saturday","Emergency Services",NA,9212,1
"2024/1/6","36",14:17:00,"Saturday","Mechanical",NA,3601,1
"2024/1/6","165",14:20:00,"Saturday","Investigation","E",8926,1
"2024/1/6","36",14:26:00,"Saturday","Mechanical","W",1385,1
"2024/1/6","59",14:33:00,"Saturday","Emergency Services","W",3519,1
"2024/1/6","68",14:43:00,"Saturday","Security","N",3109,1
"2024/1/6","44",14:44:00,"Saturday","Mechanical","N",8173,1
"2024/1/6","22",14:45:00,"Saturday","Operations - Operator",NA,8549,1
"2024/1/6","116",14:45:00,"Saturday","Operations - Operator","W",1286,1
"2024/1/6","86",14:45:00,"Saturday","Mechanical","W",1242,1
"2024/1/6","985",14:51:00,"Saturday","Mechanical","W",1215,1
"2024/1/6","99",14:55:00,"Saturday","Mechanical","N",3543,1
"2024/1/6","38",14:57:00,"Saturday","Operations - Operator","W",3474,1
"2024/1/6","165",15:05:00,"Saturday","General Delay","W",8955,1
"2024/1/6","17",15:16:00,"Saturday","Diversion","S",0,1
"2024/1/6","102",15:17:00,"Saturday","Mechanical","S",3439,1
"2024/1/6","95",15:26:00,"Saturday","Operations - Operator","W",1235,1
"2024/1/6","960",15:28:00,"Saturday","Collision - TTC","E",8320,1
"2024/1/6","102",15:40:00,"Saturday","Mechanical","S",3419,1
"2024/1/6","73",15:41:00,"Saturday","Operations - Operator","N",8098,1
"2024/1/6","95",15:45:00,"Saturday","Operations - Operator","W",1235,1
"2024/1/6","46",16:05:00,"Saturday","Emergency Services","N",8090,1
"2024/1/6","60",16:14:00,"Saturday","Mechanical",NA,8396,1
"2024/1/6","960",16:30:00,"Saturday","Mechanical",NA,7088,1
"2024/1/6","102",16:55:00,"Saturday","Mechanical","W",3438,1
"2024/1/6","41",17:23:00,"Saturday","Cleaning - Unsanitary",NA,1419,1
"2024/1/6","64",17:26:00,"Saturday","Operations - Operator",NA,8510,1
"2024/1/6","130",17:32:00,"Saturday","Road Blocked - NON-TTC Collision","N",1614,1
"2024/1/6","929",17:41:00,"Saturday","Operations - Operator","N",9019,1
"2024/1/6","133",17:42:00,"Saturday","Security",NA,1263,1
"2024/1/6","100",17:46:00,"Saturday","Operations - Operator","S",8486,1
"2024/1/6","32",17:50:00,"Saturday","Operations - Operator","E",7267,1
"2024/1/6","39",17:59:00,"Saturday","Operations - Operator","N",3126,1
"2024/1/6","11",18:05:00,"Saturday","Emergency Services",NA,8689,1
"2024/1/6","51",18:09:00,"Saturday","Operations - Operator","E",3190,1
"2024/1/6","41",18:19:00,"Saturday","Diversion",NA,0,0
"2024/1/6","29",18:24:00,"Saturday","Operations - Operator","N",9151,1
"2024/1/6","120",18:27:00,"Saturday","Diversion",NA,3572,1
"2024/1/6","63",18:27:00,"Saturday","Operations - Operator",NA,8363,1
"2024/1/6","32",18:27:00,"Saturday","Operations - Operator",NA,7301,1
"2024/1/6","929",18:29:00,"Saturday","Security","N",9043,1
"2024/1/6","111",18:30:00,"Saturday","Security",NA,8019,1
"2024/1/6","43",18:30:00,"Saturday","Operations - Operator","E",8918,1
"2024/1/6","56",18:31:00,"Saturday","Diversion","N",8848,1
"2024/1/6","22",18:37:00,"Saturday","Security","N",8609,0
"2024/1/6","73",18:37:00,"Saturday","Mechanical","S",8031,1
"2024/1/6","929",18:41:00,"Saturday","Mechanical","S",9045,1
"2024/1/6","929",18:42:00,"Saturday","Operations - Operator","S",7278,1
"2024/1/6","32",18:44:00,"Saturday","Mechanical","W",7273,1
"2024/1/6","130",18:45:00,"Saturday","Diversion","N",1318,1
"2024/1/6","85",18:48:00,"Saturday","Mechanical","W",3458,1
"2024/1/6","7",18:53:00,"Saturday","Collision - TTC","S",3518,1
"2024/1/6","86",18:53:00,"Saturday","Mechanical","S",1658,1
"2024/1/6","20",18:56:00,"Saturday","Diversion","E",8576,1
"2024/1/6","64",19:00:00,"Saturday","General Delay","N",8456,1
"2024/1/6","985",19:03:00,"Saturday","Emergency Services","N",1521,1
"2024/1/6","78",19:04:00,"Saturday","Operations - Operator","E",8924,1
"2024/1/6","929",19:24:00,"Saturday","Diversion","E",9042,1
"2024/1/6","63",19:26:00,"Saturday","Diversion","W",7123,1
"2024/1/6","29",19:29:00,"Saturday","Diversion",NA,0,1
"2024/1/6","64",19:32:00,"Saturday","Diversion",NA,8456,1
"2024/1/6","42",19:35:00,"Saturday","Collision - TTC","W",3306,1
"2024/1/6","53",19:36:00,"Saturday","Collision - TTC","E",3117,1
"2024/1/6","29",19:46:00,"Saturday","Operations - Operator","S",9031,1
"2024/1/6","54",19:59:00,"Saturday","Diversion","W",8771,1
"2024/1/6","35",19:59:00,"Saturday","Diversion","S",0,0
"2024/1/6","64",20:11:00,"Saturday","Operations - Operator","E",8562,1
"2024/1/6","56",20:25:00,"Saturday","Diversion","W",0,1
"2024/1/6","34",20:27:00,"Saturday","Diversion","W",0,1
"2024/1/6","36",20:32:00,"Saturday","Operations - Operator","W",8889,1
"2024/1/6","939",20:40:00,"Saturday","Operations - Operator","E",3242,1
"2024/1/6","30",20:57:00,"Saturday","Security","E",3347,0
"2024/1/6","53",20:58:00,"Saturday","General Delay","W",3245,1
"2024/1/6","165",21:10:00,"Saturday","Mechanical","N",8929,1
"2024/1/6","29",21:10:00,"Saturday","Collision - TTC","N",9021,1
"2024/1/6","9",21:14:00,"Saturday","General Delay","S",8539,1
"2024/1/6","16",21:19:00,"Saturday","Security",NA,8538,1
"2024/1/6","46",21:23:00,"Saturday","Mechanical","N",8090,1
"2024/1/6","53",21:29:00,"Saturday","Operations - Operator","W",3245,1
"2024/1/6","84",21:43:00,"Saturday","Operations - Operator","E",8843,1
"2024/1/6","36",21:47:00,"Saturday","Operations - Operator","W",3574,1
"2024/1/6","96",22:08:00,"Saturday","Operations - Operator",NA,8925,1
"2024/1/6","63",22:10:00,"Saturday","Operations - Operator",NA,8391,1
"2024/1/6","25",22:15:00,"Saturday","Collision - TTC","N",8698,1
"2024/1/6","25",22:26:00,"Saturday","Collision - TTC","N",8693,1
"2024/1/6","16",22:30:00,"Saturday","Operations - Operator",NA,8571,1
"2024/1/6","36",22:35:00,"Saturday","General Delay",NA,0,0
"2024/1/6","35",22:40:00,"Saturday","Utilized Off Route",NA,1121,1
"2024/1/6","29",23:09:00,"Saturday","Emergency Services",NA,9152,1
"2024/1/6","76",23:09:00,"Saturday","Security","S",8147,1
"2024/1/6","95",23:12:00,"Saturday","Mechanical","E",3472,1
"2024/1/6","52",23:13:00,"Saturday","Operations - Operator","E",3581,1
"2024/1/6","29",23:13:00,"Saturday","Mechanical","N",9021,1
"2024/1/6","35",23:15:00,"Saturday","Collision - TTC","N",1013,1
"2024/1/6","116",23:15:00,"Saturday","Mechanical","S",1320,1
"2024/1/6","32",23:46:00,"Saturday","Operations - Operator","W",1055,1
"2024/1/6","107",23:47:00,"Saturday","Diversion","N",8187,1
"2024/1/6","36",01:00:00,"Saturday","Emergency Services","W",8888,0
"2024/1/7","300",02:25:00,"Sunday","Vision","W",7277,1
"2024/1/7","116",02:31:00,"Sunday","Security","N",3647,0
"2024/1/7","39",02:45:00,"Sunday","Security","E",3243,0
"2024/1/7","35",03:15:00,"Sunday","Emergency Services","N",1010,1
"2024/1/7","300",03:28:00,"Sunday","Security","W",1218,1
"2024/1/7","300",03:37:00,"Sunday","Security",NA,8101,1
"2024/1/7","63",03:40:00,"Sunday","Operations - Operator","S",3645,1
"2024/1/7","42",03:58:00,"Sunday","Emergency Services","E",3280,0
"2024/1/7","320",04:06:00,"Sunday","Emergency Services","E",8328,1
"2024/1/7","320",05:11:00,"Sunday","Security","N",3284,1
"2024/1/7","329",05:30:00,"Sunday","Security","N",9137,0
"2024/1/7","504",05:33:00,"Sunday","Security",NA,8803,0
"2024/1/7","40",06:15:00,"Sunday","Mechanical","N",8067,1
"2024/1/7","320",07:21:00,"Sunday","Security","E",9008,1
"2024/1/7","300",07:41:00,"Sunday","Mechanical","W",8106,1
"2024/1/7","116",07:48:00,"Sunday","Investigation","E",1625,1
"2024/1/7","320",07:54:00,"Sunday","Mechanical","N",8305,1
"2024/1/7","300",07:59:00,"Sunday","Mechanical","W",8106,1
"2024/1/7","7",08:47:00,"Sunday","Mechanical","S",7092,1
"2024/1/7","97",08:47:00,"Sunday","Mechanical","N",8305,1
"2024/1/7","929",09:22:00,"Sunday","Diversion","S",9028,1
"2024/1/7","60",09:22:00,"Sunday","Mechanical","S",7052,1
"2024/1/7","29",09:24:00,"Sunday","Diversion",NA,0,0
"2024/1/7","105",09:33:00,"Sunday","Mechanical",NA,8182,1
"2024/1/7","960",09:53:00,"Sunday","Mechanical","W",8345,1
"2024/1/7","46",11:19:00,"Sunday","Operations - Operator",NA,8198,1
"2024/1/7","123",11:31:00,"Sunday","Mechanical","S",8027,1
"2024/1/7","36",11:34:00,"Sunday","Emergency Services",NA,3611,1
"2024/1/7","34",11:43:00,"Sunday","Collision - TTC","E",8753,1
"2024/1/7","111",11:45:00,"Sunday","Cleaning - Unsanitary","N",8100,1
"2024/1/7","61",12:16:00,"Sunday","Diversion","N",8366,1
"2024/1/7","60",12:17:00,"Sunday","Collision - TTC","S",8310,1
"2024/1/7","34",12:17:00,"Sunday","Operations - Operator","E",8730,1
"2024/1/7","32",12:22:00,"Sunday","Mechanical","S",1329,1
"2024/1/7","60",12:41:00,"Sunday","Security","W",7010,1
"2024/1/7","960",12:45:00,"Sunday","Security","W",7022,1
"2024/1/7","7",12:49:00,"Sunday","Mechanical","W",8364,1
"2024/1/7","165",12:58:00,"Sunday","Collision - TTC","W",8905,1
"2024/1/7","16",13:00:00,"Sunday","Mechanical","S",3716,1
"2024/1/7","21",13:04:00,"Sunday","Mechanical","N",8572,1
"2024/1/7","900",13:24:00,"Sunday","Mechanical","N",3340,1
"2024/1/7","29",13:26:00,"Sunday","Mechanical","S",9044,1
"2024/1/7","126",13:35:00,"Sunday","Mechanical","N",8365,1
"2024/1/7","36",13:42:00,"Sunday","Mechanical",NA,3603,1
"2024/1/7","37",13:58:00,"Sunday","Mechanical","S",8017,1
"2024/1/7","935",14:21:00,"Sunday","Operations - Operator","S",1117,1
"2024/1/7","22",14:22:00,"Sunday","Cleaning - Unsanitary","N",8601,1
"2024/1/7","72",14:25:00,"Sunday","Diversion","N",8545,1
"2024/1/7","48",14:31:00,"Sunday","Mechanical","N",8115,1
"2024/1/7","41",14:42:00,"Sunday","Investigation","S",1096,1
"2024/1/7","112",14:55:00,"Sunday","Cleaning - Unsanitary","N",8015,1
"2024/1/7","68",14:55:00,"Sunday","Collision - TTC","S",3198,1
"2024/1/7","903",15:27:00,"Sunday","Emergency Services",NA,0,0
"2024/1/7","36",15:30:00,"Sunday","Vision","E",3625,1
"2024/1/7","39",15:47:00,"Sunday","Mechanical","W",3228,1
"2024/1/7","100",15:58:00,"Sunday","Collision - TTC","E",8604,1
"2024/1/7","32",16:19:00,"Sunday","Mechanical","E",1407,1
"2024/1/7","40",16:20:00,"Sunday","Mechanical","E",7913,1
"2024/1/7","29",16:29:00,"Sunday","Operations - Operator","N",9037,1
"2024/1/7","86",16:35:00,"Sunday","Collision - TTC","S",3486,1
"2024/1/7","900",16:43:00,"Sunday","General Delay","N",3332,1
"2024/1/7","37",16:51:00,"Sunday","Mechanical","S",8149,1
"2024/1/7","41",16:58:00,"Sunday","Diversion","N",1022,1
"2024/1/7","44",17:20:00,"Sunday","Mechanical","N",8156,1
"2024/1/7","85",17:50:00,"Sunday","Security","W",1532,1
"2024/1/7","54",18:06:00,"Sunday","Operations - Operator","E",8671,1
"2024/1/7","54",18:06:00,"Sunday","Operations - Operator","S",8671,1
"2024/1/7","108",18:19:00,"Sunday","General Delay","E",8879,1
"2024/1/7","32",18:33:00,"Sunday","Operations - Operator","E",1019,1
"2024/1/7","36",18:33:00,"Sunday","Mechanical",NA,3538,1
"2024/1/7","72",18:35:00,"Sunday","Operations - Operator","N",8539,1
"2024/1/7","95",18:54:00,"Sunday","Mechanical","E",1328,1
"2024/1/7","935",18:54:00,"Sunday","Operations - Operator","S",1117,1
"2024/1/7","116",19:21:00,"Sunday","Mechanical","E",1267,1
"2024/1/7","165",19:35:00,"Sunday","Operations - Operator","N",8953,1
"2024/1/7","35",19:42:00,"Sunday","Cleaning - Unsanitary",NA,1020,1
"2024/1/7","39",20:08:00,"Sunday","Diversion","W",3147,1
"2024/1/7","68",20:18:00,"Sunday","Operations - Operator","N",3214,1
"2024/1/7","108",20:23:00,"Sunday","General Delay","W",8880,1
"2024/1/7","954",20:46:00,"Sunday","Security","N",9050,1
"2024/1/7","36",20:51:00,"Sunday","Operations - Operator","E",3563,1
"2024/1/7","95",20:52:00,"Sunday","Mechanical","E",1269,1
"2024/1/7","12",21:04:00,"Sunday","Mechanical","W",8421,1
"2024/1/7","40",21:04:00,"Sunday","Operations - Operator","E",8059,1
"2024/1/7","96",21:06:00,"Sunday","Operations - Operator","W",3544,1
"2024/1/7","39",21:06:00,"Sunday","Mechanical","W",3281,1
"2024/1/7","41",21:37:00,"Sunday","Operations - Operator","S",7265,1
"2024/1/7","7",21:51:00,"Sunday","Emergency Services","W",8346,0
"2024/1/7","131",22:30:00,"Sunday","Mechanical","E",3488,1
"2024/1/7","32",23:43:00,"Sunday","Security","E",1409,1
"2024/1/7","68",00:04:00,"Sunday","Security","E",3475,0
"2024/1/7","63",00:07:00,"Sunday","Collision - TTC","N",8302,1
"2024/1/7","24",00:36:00,"Sunday","Security",NA,8448,0
"2024/1/7","85",00:54:00,"Sunday","Diversion","E",0,1
"2024/1/7","89",00:55:00,"Sunday","Emergency Services",NA,7025,0
"2024/1/7","900",01:10:00,"Sunday","Emergency Services","E",3341,1
"2024/1/8","332",02:36:00,"Monday","Diversion","E",1402,1
"2024/1/8","72",02:52:00,"Monday","Cleaning - Unsanitary","E",8427,1
"2024/1/8","320",03:58:00,"Monday","Security","N",8876,1
"2024/1/8","85",04:04:00,"Monday","Emergency Services","W",3492,1
"2024/1/8","116",04:50:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","300",04:52:00,"Monday","Security","W",8104,1
"2024/1/8","102",04:55:00,"Monday","Operations - Operator",NA,3429,1
"2024/1/8","86",05:03:00,"Monday","Mechanical","W",3645,1
"2024/1/8","116",05:15:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","97",05:35:00,"Monday","Mechanical","S",0,1
"2024/1/8","113",05:45:00,"Monday","Mechanical","W",8424,1
"2024/1/8","32",05:50:00,"Monday","Vision","E",7224,1
"2024/1/8","54",05:56:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","116",05:57:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","32",05:57:00,"Monday","Vision","E",7287,1
"2024/1/8","116",05:58:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","935",06:00:00,"Monday","Mechanical","S",1413,1
"2024/1/8","900",06:03:00,"Monday","Mechanical","W",3338,1
"2024/1/8","88",06:06:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","35",06:11:00,"Monday","Mechanical",NA,1004,1
"2024/1/8","995",06:24:00,"Monday","Operations - Operator",NA,0,1
"2024/1/8","29",06:36:00,"Monday","Mechanical","S",9148,1
"2024/1/8","8",06:54:00,"Monday","Operations - Operator",NA,245,1
"2024/1/8","986",07:04:00,"Monday","Mechanical","W",1209,1
"2024/1/8","54",07:13:00,"Monday","Mechanical","E",8630,1
"2024/1/8","96",07:15:00,"Monday","General Delay","E",8883,0
"2024/1/8","36",07:16:00,"Monday","Mechanical","E",1335,1
"2024/1/8","108",07:25:00,"Monday","Vision",NA,1359,1
"2024/1/8","952",07:39:00,"Monday","Emergency Services","E",1387,1
"2024/1/8","37",07:43:00,"Monday","Mechanical","S",8110,1
"2024/1/8","24",07:50:00,"Monday","Mechanical","S",8406,1
"2024/1/8","129",07:50:00,"Monday","Vision","N",3310,1
"2024/1/8","42",08:03:00,"Monday","Emergency Services","W",3200,1
"2024/1/8","56",08:22:00,"Monday","Mechanical","S",8626,1
"2024/1/8","21",08:36:00,"Monday","Diversion","S",8547,1
"2024/1/8","52",08:45:00,"Monday","Mechanical","E",8873,1
"2024/1/8","41",08:48:00,"Monday","Mechanical","S",1130,1
"2024/1/8","24",09:08:00,"Monday","Mechanical","S",8406,1
"2024/1/8","905",09:12:00,"Monday","Collision - TTC","S",9067,1
"2024/1/8","122",09:42:00,"Monday","Operations - Operator","E",3442,1
"2024/1/8","74",09:55:00,"Monday","Operations - Operator","N",8688,1
"2024/1/8","929",09:59:00,"Monday","Mechanical",NA,9026,1
"2024/1/8","905",10:07:00,"Monday","Road Blocked - NON-TTC Collision","W",9056,1
"2024/1/8","36",10:14:00,"Monday","Vision","E",3605,1
"2024/1/8","36",10:42:00,"Monday","Operations - Operator","E",9112,1
"2024/1/8","54",10:52:00,"Monday","Mechanical","E",8832,1
"2024/1/8","996",11:24:00,"Monday","Operations - Operator","W",3357,1
"2024/1/8","41",12:15:00,"Monday","Cleaning - Unsanitary","N",1014,1
"2024/1/8","32",12:28:00,"Monday","Operations - Operator","E",7250,1
"2024/1/8","95",12:36:00,"Monday","Operations - Operator","W",3490,1
"2024/1/8","76",12:43:00,"Monday","Operations - Operator","S",59376,1
"2024/1/8","52",12:44:00,"Monday","Operations - Operator","E",3565,1
"2024/1/8","165",12:54:00,"Monday","Mechanical",NA,8906,1
"2024/1/8","95",12:57:00,"Monday","Mechanical","W",3472,1
"2024/1/8","124",13:17:00,"Monday","Mechanical","W",8334,1
"2024/1/8","14",13:23:00,"Monday","Mechanical","E",7238,1
"2024/1/8","11",13:24:00,"Monday","Operations - Operator","N",8867,1
"2024/1/8","41",13:26:00,"Monday","Cleaning - Unsanitary","S",7313,1
"2024/1/8","45",13:54:00,"Monday","Mechanical",NA,7225,1
"2024/1/8","929",14:00:00,"Monday","Operations - Operator","S",9141,1
"2024/1/8","88",14:04:00,"Monday","Operations - Operator","E",8699,1
